154697;1
162987;1
178334;1
178332;3
168696;26
168697;92
179132;63
168928;15
179130;3
106189712;1
168920;151
162988;1
178339;17
117285;49
3614912;1
10602;2
186206;4
179161;8
69052;154
167666;1
167667;92
182898;9
183136;4
183424;79
182738;4
282816976;1
182733;16
182732;16
182610;1
182737;125
182735;90
51864;206
209137456;1
186107;6
185426;31
185427;11
25625856;1
46565;1
74795;1
182695;1
93351;1
182119;9
549279920;1
183423;4
168072;60
55184;17
155477;5
126899;2
12911;1
160053;9
160051;21
10606;6
18423;1
171124;111
171125;129
4135232;1
171127;167
171120;130
4174;7
185398;12
185399;3
179310;68
177665;109
177669;30
177668;2
8412;1
185396;19
18427;1
121051;17
5175;1
178244;9
140212;32
100143;20
182511;8
88518;3
182517;1
235332176;1
87727;32
130712;2
88515;3
160580;101
160581;90
110152;2
5813696;1
175743;8
138638;1
164978;5
86859;39
178747;14
168562;2
164974;9
159968;11
178746;3
170999;62
178744;1
45942;4
167586;32
179692;25
183643;3
107886;2
110723;25
129046;10
130733;73
130730;99
173967;72
185173;8
185174;1
185177;13
185178;17
5605;3
120895;3
182942;7
484082432;1
113806048;1
168567;14
53017;58
6896;1
225311840;1
174992;61
15297;8
86059;9
174991;69
20247;1
85002;1
2141216;1
168569;23
172588;1
177067;3
172584;10
112032;65
85633;2
181640;5
92647;7
89499;5
168537;10
176911;8
176912;1
176913;2
176916;7
178581;6
180264;4
86522528;1
180261;46
178580;14
29311;3
173182;26
179928;3
183861;1
93663;2
2604112;1
164697;80
179920;1
164691;6
109822096;1
225272208;1
168094;16
67914;11
187142;4
112392;2
111866768;1
184368;5
134427;1
131414;9
4765;2
159707632;1
55122;17
549210592;1
115510;9
115516;1
114110080;1
152192;2
21594;3
172767;1
169526;6
47923;2
90498;1
178665;9
10173;2
174505;13
185954;2
37644;3
179829;2
160868;7
183468;7
183469;22
170475;99
175117;3
13770;1
183460;4
183461;31
183462;1
183463;14
183464;3
183465;84
183466;50
102138;29
3001440;1
28264560;1
103957;5
133812;1
133810;3
183399;54
25452432;1
180844;39
171757;31
183390;2
117609;2
2817888;1
165332;26
161326;1
83723;43
93279;1
168218;16
161322;2
161321;1
6569776;1
496371824;1
170699;7
508782176;1
170695;2
79858;39
80855;1
37466;42
84519;33
123268;1
163229;92
186338;3
153322;1
163265;14
161532;3
183781;13
155461;6
161574;3
155465;23
71917;1
110003;4
135640;132
169794;13
139884;1
171130;23
77068;1
118239;1
77060;5
9645;2
6348;6
122006;7
185388;1
185387;2
185839;3
185385;1
8427;1
40303;28
85612;1
105210576;1
5417;1
6415408;1
182526;1
185835;6
155645;1
164098;38
182828;1
182351;101
164099;42
1650;3
110145;1
87731;13
167240;19
73234;30
66187;1
167248;5
45889;1
98819;1
159750;1
86863;66
86862;103
86865;32
86867;42
179376;2
162574;85
160665;3
23147;29
185887;9
2850592;1
129058;5
548273360;1
163488;27
171122;87
129051;110
172116;94
129052;2
129054;2
6133712;1
185167;1
179313;28
185164;3
105068432;1
173970;37
177660;11
185585;3
105159696;1
503653232;1
137494;49
67107;81
546929344;1
76487;25
117843;28
16025;1
106415;190
89674;4
39281;1
22118;1
509184752;1
98496;1
96431;84
91304;18
175936;2
91306;14
91307;33
171907;95
91308;2
91309;17
159576;1
76556;3
526055808;1
76555;3
94499;67
180731;1
93445;3
547621824;1
165520;14
165522;8
165390;14
184410;3
181395;18
105321472;1
185397;8
184142;5
184143;70
184140;15
2299264;1
30121;196
180250;3
183878;23
177188;10
182780;3
180255;1
183871;105
164683;22
164682;8
179937;22
179935;20
179939;15
27446;4
30480208;1
2853312;1
187172;18
187173;39
131156;1
107570;1
113394;1
87057;8
142102;142
4719;1
156196;43
14535;8
166104;1
179325;120
172753;19
173286;36
172756;6
172757;1
170086;14
170087;7
169555;8
177981;19
177982;70
178674;1
177989;30
43125;4
145654;7
174574;91
160854;61
160323;6
5727264;1
174571;46
160327;16
56286;1
182548;17
170406;15
49785;1
186628;6
183479;71
183478;47
183477;31
129598;1
186627;5
186620;9
186623;18
4105312;1
74189;13
521011088;1
142119;2
105260000;1
6657;1
187396;17
187395;29
86046;2
169884;2
180871;34
105329;2
168202;87
168201;70
183382;1
183385;2
182519;7
183387;42
77392;2
87233;1
179583;16
93205;2
179581;9
179586;23
161314;1
93974;119
161319;3
84504;3
94929;1
12047;3
91681;2
185788;1
172639;8
162995;1
121996832;1
175298;13
168931;8
178327;96
178326;1
182386;18
182387;4
162993;1
172805;7
182838;60
179102;5
179103;27
179100;21
179101;16
167673;7
179234;14
5238;1
49324;5
167676;18
167674;15
183125;4
183124;3
183126;29
183653;69
183123;1
182706;17
3796;16
186449;8
182703;7
185433;1
96610;3
185435;3
169342;2
185436;7
185439;2
85581;186
85586;1
78405;1
152888;1
14;1
140189;1
148066;192
138619;2
138618;15
151748;4
182532;3
24958;3
245197952;1
91510;7
167253;24
175761;57
108339;1
98069;1
105820;32
101764;1
167259;12
6036544;1
175768;10
103005168;1
539104832;1
140482;1
166061;17
178889;5
166063;6
86876;2
163544;17
170713;3
164914;135
178880;25
164919;97
98332;13
96792;14
25244752;1
180425;1
45749;1
5995536;1
50937;3
107860;45
163492;16
163491;6
177460;4
110427;1
163496;47
163494;69
107869;4
3404;1
3403;1
26867;1
3325984;1
172928;4
111154;5
167099;63
166042;34
3503200;1
105746080;1
28384;1
110846;1
4074128;1
24775;3
177385;1
96427;16
84298;10
167073;6
167072;3
175906;24
39291;6
175904;9
175905;7
178944;10
549248864;1
112718;99
7255600;1
105208160;1
166201;26
67599;2
90323;5
176236;64
171911;50
166204;50
166207;83
24377;2
89607;67
16490;7
174152;3
159465;65
45566;1
181383;44
181381;13
181380;26
181387;11
181385;13
90186;2
181923;20
181922;4
181921;1
184400;3
15919;7
131881;1
131887;1
55719;1
52515;1
53069;1
4199;1
174985;9
115708;13
81060;11
81063;102
6045024;1
177051;2
165084;11
89485;65
92675;3
89481;5
92678;1
181653;9
171974;5
156180;59
157368;11
157369;45
172740;7
172744;77
169545;2
166191;107
174569;1
16441;1
105323408;1
178644;1
3420;1
179843;3
174562;3
174561;28
178649;7
164320;3
160337;28
105759;22
538289792;1
175178;43
32347;141
534621040;1
160848;81
13753;6
105681088;1
487320112;1
186160;73
186164;20
132293;2
88608;2
83690;6
177682;1
102155;1
105682;35
105687;23
528746496;1
187384;2
169893;2
169892;58
187381;2
187380;17
180863;2
180862;5
